,customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type
1929,NL93182,Nevada,2549,No,Extended,Bachelor,1/20/11,Unemployed,M,0,Suburban,Single,78,13,32,0,1,Corporate Auto,Corporate L3,Offer2,Web,845,Four-Door Car,Small,A
1930,UO12263,Oregon,4654,No,Basic,High School or Below,2/28/11,Unemployed,F,0,Suburban,Married,69,31,76,4,3,Corporate Auto,Corporate L1,Offer1,Agent,331,Four-Door Car,Medsize,A
1931,GU82757,California,4376,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Corporate Auto,Corporate L2,Offer2,Agent,60,Four-Door Car,Medsize,A
1932,BG30513,California,25464,Yes,Extended,College,2/1/11,Retired,F,13663,Suburban,Single,97,1,66,0,2,Personal Auto,Personal L2,Offer1,Branch,465,Four-Door Car,Small,A
1933,KE42114,Nevada,4730,No,Basic,Doctor,2/16/11,Medical Leave,M,17250,Urban,Married,62,16,90,0,3,Personal Auto,Personal L3,Offer2,Call Center,175,Four-Door Car,Medsize,A
1934,VX67206,Oregon,27789,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Corporate Auto,Corporate L3,Offer2,Web,395,Four-Door Car,Medsize,A
1935,JA55700,California,3933,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L3,Offer2,Web,674,SUV,Medsize,A
1936,HL97125,Nevada,4669,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15,80,0,1,Personal Auto,Personal L1,Offer2,Call Center,556,Two-Door Car,Small,A
1937,TS31001,Oregon,26243,No,Basic,Bachelor,2/2/11,Employed,M,55705,Rural,Divorced,113,8,58,0,2,Personal Auto,Personal L3,Offer2,Branch,149,SUV,Medsize,A
1938,CY12922,Arizona,2506,No,Basic,College,1/31/11,Unemployed,M,0,Suburban,Single,73,8,19,0,1,Personal Auto,Personal L2,Offer2,Web,525,Four-Door Car,Small,A
1939,MU97512,Oregon,7398,No,Basic,Bachelor,2/2/11,Employed,M,27383,Suburban,Married,188,33,25,0,1,Corporate Auto,Corporate L2,Offer4,Branch,902,Luxury Car,Medsize,A
1940,WA16954,Arizona,5604,No,Basic,Master,2/19/11,Employed,M,20252,Urban,Married,71,0,64,0,3,Personal Auto,Personal L3,Offer2,Call Center,198,Four-Door Car,Medsize,A
1941,SB44003,Arizona,10484,Yes,Extended,College,2/1/11,Employed,F,61108,Rural,Divorced,89,22,93,0,2,Personal Auto,Personal L3,Offer2,Agent,49,Four-Door Car,Medsize,A
1942,NE13752,Arizona,8232,No,Basic,Bachelor,1/12/11,Employed,M,56021,Urban,Married,69,20,38,0,2,Personal Auto,Personal L3,Offer1,Agent,279,Four-Door Car,Medsize,A
1943,LS51818,California,22217,No,Basic,College,2/12/11,Employed,F,37553,Suburban,Single,187,34,7,0,2,Personal Auto,Personal L3,Offer3,Agent,897,Luxury Car,Small,A
1944,FV19421,California,7780,No,Basic,Bachelor,1/10/11,Unemployed,M,0,Urban,Married,74,0,52,0,2,Personal Auto,Personal L1,Offer1,Branch,246,Four-Door Car,Medsize,A
1945,BD13927,California,2243,No,Basic,High School or Below,1/10/11,Unemployed,F,0,Suburban,Single,62,34,71,0,1,Personal Auto,Personal L2,Offer3,Branch,675,Two-Door Car,Small,A
1946,NN66592,California,5923,No,Basic,Bachelor,2/18/11,Employed,M,73758,Urban,Married,74,24,87,0,7,Personal Auto,Personal L2,Offer3,Branch,301,Four-Door Car,Medsize,A
1947,VH85817,California,5780,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L3,Offer2,Call Center,787,Four-Door Car,Medsize,A
1948,ZN47335,California,10357,No,Extended,College,2/16/11,Employed,M,68309,Rural,Divorced,131,4,67,0,9,Corporate Auto,Corporate L3,Offer1,Web,306,SUV,Small,A
1949,CX85598,Arizona,5365,No,Basic,Bachelor,1/15/11,Employed,M,51240,Urban,Single,70,0,37,2,5,Personal Auto,Personal L1,Offer2,Branch,283,Four-Door Car,Medsize,A
1950,RY47606,California,3843,No,Extended,Bachelor,1/16/11,Employed,M,43987,Suburban,Married,96,29,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,460,Four-Door Car,Medsize,A
1951,PQ46798,California,8300,No,Basic,College,1/24/11,Disabled,F,17034,Suburban,Single,113,11,40,0,6,Personal Auto,Personal L1,Offer2,Agent,542,Sports Car,Medsize,A
1952,AD18174,California,4837,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,65,6,89,0,3,Personal Auto,Personal L3,Offer1,Web,468,Four-Door Car,Medsize,A
1953,BH36973,Oregon,2730,No,Basic,College,2/3/11,Employed,F,63401,Urban,Married,68,1,18,0,1,Personal Auto,Personal L1,Offer2,Agent,202,Four-Door Car,Medsize,A
1954,PB41497,Oregon,2866,No,Basic,High School or Below,1/22/11,Employed,M,81763,Suburban,Married,72,22,12,1,1,Personal Auto,Personal L3,Offer2,Branch,518,Two-Door Car,Small,A
1955,QE50648,Washington,7095,No,Premium,High School or Below,1/25/11,Employed,F,74298,Rural,Married,177,9,81,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,161,Sports Car,Medsize,A
1956,DX70966,Nevada,2771,Yes,Basic,College,1/11/11,Employed,F,50071,Rural,Single,71,3,32,0,1,Personal Auto,Personal L2,Offer2,Agent,18,Two-Door Car,Medsize,A
1957,HC80108,California,2803,No,Basic,College,2/18/11,Employed,F,43775,Urban,Married,70,3,42,0,1,Personal Auto,Personal L3,Offer2,Call Center,310,Four-Door Car,Medsize,A
1958,UI75273,California,7522,No,Extended,High School or Below,1/27/11,Employed,F,47727,Suburban,Married,94,25,33,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,451,Two-Door Car,Medsize,A
1959,UV82770,California,11702,No,Basic,Bachelor,1/11/11,Unemployed,M,0,Suburban,Divorced,111,15,12,0,2,Personal Auto,Personal L1,Offer3,Call Center,532,SUV,Medsize,A
1960,GY88677,Oregon,23675,No,Premium,Bachelor,1/29/11,Employed,F,46268,Urban,Married,199,34,17,1,2,Personal Auto,Personal L3,Offer1,Agent,842,Sports Car,Medsize,A
1961,YF73402,Oregon,2566,No,Basic,High School or Below,2/20/11,Employed,M,67778,Urban,Married,64,17,17,1,1,Personal Auto,Personal L3,Offer2,Agent,171,Four-Door Car,Large,A
1962,XS78545,Oregon,7347,No,Basic,College,1/18/11,Employed,F,29491,Suburban,Married,61,26,62,0,2,Personal Auto,Personal L2,Offer3,Web,292,Four-Door Car,Medsize,A
1963,JI71369,California,5106,No,Basic,College,2/22/11,Employed,F,30110,Rural,Married,64,2,4,0,5,Personal Auto,Personal L1,Offer1,Web,140,Four-Door Car,Medsize,A
1964,SE47384,California,5526,No,Extended,Bachelor,2/6/11,Employed,F,94230,Suburban,Married,137,21,82,0,1,Special Auto,Special L3,Offer3,Agent,657,SUV,Medsize,A
1965,EV39637,Oregon,5328,No,Basic,High School or Below,2/12/11,Unemployed,F,0,Suburban,Single,73,12,42,0,7,Personal Auto,Personal L1,Offer1,Branch,794,Four-Door Car,Medsize,A
1966,IO89174,Oregon,7688,No,Basic,Bachelor,2/9/11,Employed,F,56680,Suburban,Single,100,9,78,2,3,Personal Auto,Personal L3,Offer1,Branch,480,SUV,Medsize,A
1967,RK81706,Arizona,7388,No,Extended,College,2/24/11,Unemployed,F,0,Suburban,Married,97,31,24,0,3,Personal Auto,Personal L3,Offer4,Call Center,638,Four-Door Car,Medsize,A
1968,HB29169,Washington,42462,No,Premium,Bachelor,1/1/11,Unemployed,F,0,Suburban,Married,281,16,92,1,2,Personal Auto,Personal L3,Offer1,Branch,1499,Luxury SUV,Medsize,A
1969,OV50124,Oregon,4936,No,Basic,College,1/15/11,Unemployed,F,0,Suburban,Single,72,7,34,2,7,Personal Auto,Personal L3,Offer2,Agent,391,Two-Door Car,Medsize,A
1970,XZ62712,Washington,44468,No,Extended,High School or Below,1/29/11,Employed,F,32948,Suburban,Single,127,20,46,1,2,Personal Auto,Personal L2,Offer1,Call Center,1428,SUV,Medsize,A
1971,PZ94551,Oregon,4991,No,Extended,Bachelor,2/10/11,Employed,F,56649,Suburban,Married,125,12,8,0,1,Special Auto,Special L2,Offer1,Branch,780,SUV,Large,A
1972,KC75958,California,16468,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Personal Auto,Personal L1,Offer2,Agent,685,Four-Door Car,Medsize,A
1973,KW52549,Arizona,27789,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Personal Auto,Personal L3,Offer2,Web,395,Four-Door Car,Medsize,A
1974,HT48275,Oregon,5532,No,Basic,Bachelor,1/19/11,Employed,M,91212,Urban,Married,69,9,92,0,6,Personal Auto,Personal L3,Offer2,Call Center,270,Two-Door Car,Medsize,A
1975,QP80741,Washington,6048,No,Basic,College,1/1/11,Unemployed,F,0,Suburban,Married,61,17,71,3,2,Corporate Auto,Corporate L1,Offer3,Agent,292,Four-Door Car,Medsize,A
1976,PU73561,Arizona,4196,No,Basic,Bachelor,2/14/11,Employed,F,24641,Suburban,Married,105,12,82,0,1,Personal Auto,Personal L2,Offer2,Agent,504,SUV,Medsize,A
1977,GY99465,Oregon,6869,No,Basic,College,2/19/11,Unemployed,F,0,Suburban,Single,69,18,71,2,2,Corporate Auto,Corporate L2,Offer2,Branch,331,Four-Door Car,Medsize,A
1978,HW56522,Arizona,19185,No,Extended,Bachelor,2/19/11,Employed,M,35322,Rural,Married,244,4,33,0,5,Personal Auto,Personal L3,Offer1,Agent,76,Luxury Car,Small,A
1979,ZB84321,Washington,19690,No,Basic,College,1/30/11,Employed,F,36032,Suburban,Divorced,70,11,39,0,2,Personal Auto,Personal L3,Offer3,Web,336,Four-Door Car,Small,A
1980,WV17090,California,25585,No,Basic,Bachelor,2/1/11,Unemployed,M,0,Suburban,Married,116,0,45,0,2,Corporate Auto,Corporate L1,Offer2,Call Center,830,SUV,Medsize,A
1981,HA56608,California,13727,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,12,4,0,2,Special Auto,Special L3,Offer1,Agent,604,SUV,Medsize,A
1982,BB48165,California,11095,No,Basic,Bachelor,1/3/11,Unemployed,F,0,Suburban,Single,101,10,48,0,2,Personal Auto,Personal L3,Offer1,Agent,727,SUV,Medsize,A
1983,UD31660,California,4061,No,Premium,Bachelor,1/13/11,Employed,M,70129,Rural,Married,103,24,57,1,1,Personal Auto,Personal L2,Offer1,Branch,130,Four-Door Car,Medsize,A
1984,BU81591,California,10153,No,Extended,College,2/15/11,Unemployed,M,0,Suburban,Married,90,33,75,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,432,Four-Door Car,Large,A
1985,WX48434,Arizona,4270,Yes,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,27,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,725,SUV,Medsize,A
1986,QW59726,California,2944,No,Basic,Master,1/12/11,Employed,F,87274,Suburban,Married,73,2,30,1,1,Personal Auto,Personal L2,Offer2,Agent,350,Four-Door Car,Medsize,A
1987,OH41318,Washington,26122,No,Extended,Master,1/7/11,Employed,M,83385,Suburban,Divorced,131,26,77,2,2,Personal Auto,Personal L3,Offer3,Web,704,SUV,Medsize,A
1988,HW54198,Nevada,5201,No,Basic,Master,1/29/11,Employed,M,94186,Rural,Married,64,20,50,0,3,Personal Auto,Personal L3,Offer3,Call Center,135,Four-Door Car,Medsize,A
1989,WK99918,Oregon,5073,Yes,Extended,Doctor,1/30/11,Employed,M,57709,Suburban,Married,125,10,26,0,1,Personal Auto,Personal L1,Offer2,Branch,600,SUV,Medsize,A
1990,FF61670,California,18131,No,Extended,High School or Below,1/28/11,Unemployed,M,0,Suburban,Single,82,29,23,1,2,Personal Auto,Personal L2,Offer3,Call Center,393,Four-Door Car,Large,A
1991,RM93459,California,17497,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L3,Offer1,Agent,350,Two-Door Car,Medsize,A
1992,SC81807,California,4095,No,Basic,College,1/6/11,Employed,F,32180,Suburban,Married,103,3,28,0,1,Special Auto,Special L2,Offer3,Call Center,558,Sports Car,Small,A
1993,KZ22690,California,13027,No,Extended,College,2/12/11,Employed,F,76456,Rural,Single,83,27,34,1,2,Personal Auto,Personal L3,Offer4,Web,42,Four-Door Car,Medsize,A
1994,RJ40995,Arizona,2491,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L2,Offer1,Agent,67,Four-Door Car,Large,A
1995,DQ15807,Oregon,2749,No,Extended,High School or Below,1/28/11,Unemployed,M,0,Suburban,Single,80,15,83,0,1,Personal Auto,Personal L2,Offer1,Call Center,824,Four-Door Car,Large,A
1996,ER29107,Oregon,6369,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L3,Offer2,Branch,398,Two-Door Car,Small,A
1997,CT41158,Washington,10747,No,Extended,College,2/25/11,Employed,M,66446,Urban,Divorced,136,8,77,0,3,Corporate Auto,Corporate L1,Offer2,Branch,639,SUV,Large,A
1998,CP67787,California,15936,No,Extended,Bachelor,2/2/11,Unemployed,F,0,Suburban,Divorced,76,7,84,0,2,Personal Auto,Personal L1,Offer2,Agent,364,Four-Door Car,Medsize,A
1999,LM79063,Arizona,7155,No,Extended,Doctor,2/13/11,Employed,F,76506,Suburban,Divorced,89,35,65,0,8,Personal Auto,Personal L3,Offer2,Call Center,427,Two-Door Car,Small,A
2000,VC64410,Arizona,2491,Yes,Basic,High School or Below,2/12/11,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L2,Offer1,Agent,329,Four-Door Car,Medsize,A
2001,OM24164,Nevada,2199,No,Basic,Bachelor,1/6/11,Unemployed,M,0,Suburban,Single,65,5,19,1,1,Personal Auto,Personal L2,Offer1,Agent,468,Two-Door Car,Medsize,A
2002,ZX83542,California,5300,No,Basic,Master,2/16/11,Disabled,M,26585,Urban,Married,69,26,23,0,4,Corporate Auto,Corporate L3,Offer1,Call Center,308,Four-Door Car,Large,A
2003,MH43755,Arizona,13881,No,Premium,College,2/14/11,Disabled,F,17961,Urban,Married,181,28,51,0,3,Personal Auto,Personal L2,Offer2,Agent,476,Sports Car,Medsize,A
2004,HB17438,Washington,10570,No,Extended,Bachelor,2/21/11,Employed,M,92044,Urban,Married,132,7,77,0,3,Personal Auto,Personal L1,Offer4,Web,617,SUV,Medsize,A
2005,IL40123,Nevada,5689,No,Basic,College,1/27/11,Employed,F,83640,Suburban,Married,70,20,13,0,4,Corporate Auto,Corporate L3,Offer2,Branch,471,Two-Door Car,Medsize,A
2006,LN10007,Oregon,13369,No,Basic,College,2/9/11,Employed,F,50800,Suburban,Married,112,1,45,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,621,Sports Car,Medsize,A
2007,RQ77476,Oregon,20461,No,Premium,Bachelor,2/26/11,Employed,M,87502,Urban,Married,102,20,28,0,2,Personal Auto,Personal L3,Offer2,Branch,421,Four-Door Car,Medsize,A
2008,UY85263,Nevada,11255,No,Extended,Bachelor,2/3/11,Employed,F,88858,Urban,Married,93,2,60,0,2,Personal Auto,Personal L2,Offer2,Agent,310,Four-Door Car,Small,A
2009,PK20739,Oregon,13248,No,Premium,Bachelor,1/5/11,Employed,M,25074,Suburban,Married,112,17,8,0,2,Personal Auto,Personal L1,Offer1,Branch,537,Two-Door Car,Medsize,A
2010,KG81168,Arizona,2826,No,Basic,Bachelor,1/12/11,Employed,M,65090,Rural,Married,71,28,3,0,1,Personal Auto,Personal L3,Offer3,Agent,73,Four-Door Car,Medsize,A
2011,LM44949,Oregon,5682,No,Basic,Doctor,1/13/11,Employed,F,36938,Urban,Married,70,32,31,0,3,Special Auto,Special L2,Offer1,Agent,244,Four-Door Car,Medsize,A
2012,PB60406,California,5714,No,Basic,Doctor,2/25/11,Employed,F,79719,Suburban,Single,71,12,87,0,6,Personal Auto,Personal L3,Offer1,Agent,425,Four-Door Car,Small,A
2013,HO38996,Oregon,2430,No,Basic,High School or Below,2/17/11,Unemployed,M,0,Suburban,Married,67,1,19,0,1,Special Auto,Special L2,Offer4,Call Center,321,Four-Door Car,Medsize,A
2014,DM79012,Oregon,7380,No,Extended,Master,2/6/11,Employed,F,65706,Suburban,Married,91,19,86,0,8,Personal Auto,Personal L3,Offer2,Web,436,Four-Door Car,Small,A
2015,IU96845,Arizona,6285,No,Extended,College,2/10/11,Employed,M,32390,Rural,Married,80,20,36,0,8,Personal Auto,Personal L3,Offer1,Call Center,91,Four-Door Car,Medsize,A
2016,AC79024,Nevada,5533,No,Basic,Bachelor,2/7/11,Employed,M,23241,Suburban,Married,70,11,14,0,9,Personal Auto,Personal L1,Offer2,Agent,504,Two-Door Car,Small,A
2017,WA68850,Arizona,4198,No,Basic,High School or Below,2/9/11,Employed,M,30598,Suburban,Married,106,13,21,0,1,Personal Auto,Personal L2,Offer3,Agent,508,SUV,Medsize,A
2018,LY93301,Oregon,12495,No,Basic,Bachelor,2/3/11,Unemployed,M,0,Suburban,Single,61,32,85,0,2,Corporate Auto,Corporate L3,Offer3,Agent,292,Two-Door Car,Medsize,A
2019,UJ38473,California,21923,No,Basic,Bachelor,1/5/11,Employed,M,81197,Rural,Married,109,2,42,0,2,Personal Auto,Personal L1,Offer2,Branch,94,Sports Car,Small,A
2020,JF36291,California,3873,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701,Sports Car,Medsize,A
2021,FY21364,California,7376,No,Basic,Bachelor,2/22/11,Unemployed,M,0,Suburban,Single,105,31,85,0,5,Corporate Auto,Corporate L1,Offer2,Agent,756,SUV,Medsize,A
2022,FT74388,Nevada,4623,No,Basic,High School or Below,1/19/11,Employed,M,97065,Suburban,Single,117,10,0,0,1,Personal Auto,Personal L2,Offer4,Branch,561,SUV,Medsize,A
2023,IA31850,Arizona,4574,No,Basic,College,2/15/11,Unemployed,F,0,Suburban,Single,63,3,5,0,6,Personal Auto,Personal L1,Offer1,Agent,453,Four-Door Car,Small,A
2024,ZR22245,Washington,4605,Yes,Basic,College,1/28/11,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Personal Auto,Personal L3,Offer2,Web,302,Four-Door Car,Large,A
2025,UM76485,Oregon,7027,No,Basic,College,1/28/11,Unemployed,M,0,Suburban,Single,102,11,90,0,5,Personal Auto,Personal L2,Offer2,Agent,489,SUV,Medsize,A
2026,WC52068,Oregon,8092,Yes,Basic,College,2/5/11,Employed,M,50825,Urban,Married,102,3,46,0,3,Corporate Auto,Corporate L3,Offer1,Agent,369,SUV,Medsize,A
2027,WY21918,Washington,3867,No,Extended,College,2/23/11,Employed,F,79628,Suburban,Single,98,6,4,0,1,Personal Auto,Personal L3,Offer4,Branch,470,Four-Door Car,Medsize,A
2028,HW93117,California,8169,No,Basic,Bachelor,1/22/11,Unemployed,F,0,Suburban,Single,116,10,99,0,3,Corporate Auto,Corporate L3,Offer1,Branch,835,Sports Car,Medsize,A
2029,UC35517,Oregon,18532,No,Basic,College,1/22/11,Unemployed,M,0,Suburban,Single,70,1,30,0,2,Corporate Auto,Corporate L3,Offer4,Branch,504,Four-Door Car,Small,A
2030,DP13082,California,23594,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25,3,0,2,Personal Auto,Personal L3,Offer3,Agent,86,Four-Door Car,Medsize,A
2031,SP46702,Oregon,10175,No,Extended,College,1/28/11,Unemployed,M,0,Suburban,Single,99,15,84,0,2,Corporate Auto,Corporate L3,Offer1,Branch,831,Two-Door Car,Medsize,A
2032,FE20514,Oregon,5065,No,Basic,College,1/16/11,Employed,M,26733,Urban,Single,66,7,55,0,5,Personal Auto,Personal L1,Offer2,Web,218,Four-Door Car,Medsize,A
2033,TQ82322,California,2438,No,Basic,Bachelor,2/19/11,Employed,F,80927,Urban,Single,62,25,8,0,1,Personal Auto,Personal L2,Offer2,Branch,211,Two-Door Car,Medsize,A
2034,BN91755,California,4975,No,Extended,Master,1/30/11,Employed,F,44723,Urban,Married,124,26,3,0,1,Personal Auto,Personal L2,Offer1,Call Center,341,SUV,Medsize,A
2035,DB79306,California,4416,No,Basic,College,1/4/11,Employed,M,25480,Urban,Married,117,26,49,3,1,Personal Auto,Personal L1,Offer4,Web,486,SUV,Small,A
2036,BD69478,California,5194,No,Basic,College,1/1/11,Employed,M,51883,Suburban,Married,66,8,99,0,9,Personal Auto,Personal L2,Offer2,Call Center,623,Two-Door Car,Small,A
2037,MQ64736,Washington,3700,No,Extended,Bachelor,2/20/11,Medical Leave,F,12287,Suburban,Single,99,11,49,0,1,Personal Auto,Personal L3,Offer2,Call Center,712,Four-Door Car,Small,A
2038,GF94951,Arizona,7076,No,Basic,Bachelor,2/20/11,Unemployed,M,0,Suburban,Single,68,8,9,0,2,Corporate Auto,Corporate L2,Offer1,Branch,489,Two-Door Car,Large,A
2039,LA20890,Oregon,2846,No,Basic,Bachelor,1/28/11,Employed,F,66880,Suburban,Married,71,7,54,0,1,Personal Auto,Personal L3,Offer4,Branch,340,Four-Door Car,Medsize,A
2040,JG61793,Washington,3046,No,Extended,High School or Below,1/18/11,Unemployed,M,0,Suburban,Single,98,4,43,2,1,Personal Auto,Personal L1,Offer1,Branch,705,Four-Door Car,Small,A
2041,IQ96928,Oregon,4348,No,Basic,High School or Below,2/27/11,Unemployed,F,0,Suburban,Single,62,20,9,0,7,Corporate Auto,Corporate L1,Offer1,Agent,675,Four-Door Car,Small,A
2042,NQ92014,California,3659,No,Basic,High School or Below,2/11/11,Unemployed,F,0,Suburban,Single,106,34,39,0,1,Personal Auto,Personal L2,Offer2,Web,763,SUV,Medsize,A
2043,XG44587,Arizona,5757,Yes,Basic,Master,1/31/11,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Personal Auto,Personal L3,Offer2,Branch,174,Four-Door Car,Small,A
2044,UN52560,Arizona,6278,No,Extended,Bachelor,2/14/11,Employed,M,47669,Suburban,Married,80,16,84,0,3,Personal Auto,Personal L3,Offer2,Branch,384,Four-Door Car,Small,A
2045,QV89791,California,8476,No,Premium,High School or Below,2/15/11,Employed,F,55217,Suburban,Married,107,9,9,2,9,Personal Auto,Personal L3,Offer1,Branch,696,Two-Door Car,Medsize,A
2046,NS74173,Nevada,2968,No,Basic,College,2/21/11,Employed,M,91646,Rural,Married,74,12,10,0,1,Corporate Auto,Corporate L1,Offer2,Branch,57,Two-Door Car,Medsize,A
2047,SZ75668,Oregon,7474,No,Basic,College,1/15/11,Employed,M,44186,Urban,Married,64,9,96,2,2,Personal Auto,Personal L1,Offer1,Agent,295,Four-Door Car,Medsize,A
2048,RO58812,California,4466,No,Basic,College,1/14/11,Unemployed,M,0,Suburban,Single,64,25,33,0,5,Personal Auto,Personal L1,Offer1,Call Center,307,Four-Door Car,Medsize,A
2049,ID89933,Oregon,7255,No,Extended,Doctor,1/9/11,Employed,F,39786,Urban,Married,91,2,91,1,9,Personal Auto,Personal L2,Offer1,Web,365,Four-Door Car,Medsize,A
2050,IU14618,Oregon,5838,Yes,Basic,High School or Below,1/6/11,Employed,M,81082,Urban,Married,73,5,85,0,4,Personal Auto,Personal L3,Offer2,Agent,281,Four-Door Car,Large,A
2051,ZB62469,California,2161,No,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Single,67,33,75,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,482,Two-Door Car,Medsize,A
2052,GP83239,California,7840,Yes,Extended,College,1/14/11,Employed,M,58414,Suburban,Single,210,7,24,2,1,Personal Auto,Personal L3,Offer2,Agent,1008,Luxury SUV,Small,A
2053,QB58745,California,2787,No,Basic,High School or Below,1/23/11,Employed,M,34927,Urban,Married,70,5,2,0,1,Personal Auto,Personal L2,Offer4,Web,242,Two-Door Car,Large,A
2054,FL74984,Oregon,2744,No,Basic,Bachelor,2/1/11,Employed,M,79192,Suburban,Divorced,70,11,74,0,1,Personal Auto,Personal L3,Offer2,Call Center,336,Two-Door Car,Small,A
2055,AI16519,Nevada,4877,No,Basic,High School or Below,1/18/11,Unemployed,M,0,Suburban,Married,66,4,30,0,5,Personal Auto,Personal L3,Offer2,Agent,420,Two-Door Car,Medsize,A
